Mod:Item:MetaData, Localized Name
chisel:blockuranium:5, Block of Uranium
chisel:blockuranium:6, Block of Uranium
chisel:valentines:0, Valentines' Block
chisel:valentines:1, Valentines' Block
chisel:valentines:2, Valentines' Block
chisel:valentines:3, Valentines' Block
chisel:valentines:4, Valentines' Block
chisel:valentines:5, Valentines' Block
chisel:valentines:6, Valentines' Block
chisel:valentines:7, Valentines' Block
chisel:valentines:8, Valentines' Block
chisel:valentines:9, Valentines' Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:energizedvoidstone:0, Primal Voidstone
chisel:energizedvoidstone:1, Primal Voidstone
chisel:energizedvoidstone:2, Primal Voidstone
chisel:energizedvoidstone:3, Primal Voidstone
chisel:energizedvoidstone:4, Primal Voidstone
chisel:energizedvoidstone:5, Primal Voidstone
chisel:energizedvoidstone:6, Primal Voidstone
chisel:energizedvoidstone:7, Primal Voidstone
chisel:voidstonerunic:0, Runed Voidstone
chisel:voidstonerunic:1, Runed Voidstone
chisel:voidstonerunic:2, Runed Voidstone
chisel:voidstonerunic:3, Runed Voidstone
chisel:voidstonerunic:4, Runed Voidstone
chisel:voidstonerunic:5, Runed Voidstone
chisel:voidstonerunic:6, Runed Voidstone
chisel:voidstonerunic:7, Runed Voidstone
chisel:voidstonerunic:8, Runed Voidstone
chisel:voidstonerunic:9, Runed Voidstone
chisel:voidstonerunic:10, Runed Voidstone
chisel:voidstonerunic:11, Runed Voidstone
chisel:voidstonerunic:12, Runed Voidstone
chisel:voidstonerunic:13, Runed Voidstone
chisel:voidstonerunic:14, Runed Voidstone
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:waterstone:7, Waterstone
chisel:waterstone:8, Waterstone
chisel:waterstone:9, Waterstone
chisel:waterstone:10, Waterstone
chisel:waterstone:11, Waterstone
chisel:waterstone:12, Waterstone
chisel:waterstone:13, Waterstone
chisel:waterstone:14, Waterstone
chisel:waterstone:15, Waterstone
chisel:waterstone1:0, Waterstone
chisel:waterstone1:1, Waterstone
chisel:waterstone1:2, Waterstone
chisel:waterstone1:3, Waterstone
chisel:waterstone1:4, Waterstone
chisel:waterstone1:5, Waterstone
chisel:waterstone1:6, Waterstone
chisel:waterstone1:7, Waterstone
chisel:waterstone1:8, Waterstone
chisel:waterstone1:9, Waterstone
chisel:waterstone1:10, Waterstone
chisel:waterstone1:11, Waterstone
chisel:waterstone1:12, Waterstone
chisel:waterstone1:13, Waterstone
chisel:waterstone1:14, Waterstone
chisel:waterstone1:15, Waterstone
chisel:waterstone2:0, Waterstone
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Gray Wool
chisel:wool_lightgray:1, Light Gray Wool
chisel:wool_gray:0, Gray Wool
chisel:wool_gray:1, Gray Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
secretroomsmod:ghost_block, Ghost Block
secretroomsmod:secret_stairs, Secret Stairs
secretroomsmod:secret_lever, Secret lever
secretroomsmod:secret_redstone, Secret Redstone
secretroomsmod:one_way_glass, One-Way Glass
secretroomsmod:secret_wooden_button, Secret Wood Button
secretroomsmod:secret_stone_button, Secret Stone Button
secretroomsmod:torch_lever, Torch Lever
secretroomsmod:secret_pressure_plate, Secret Pressure Plate
secretroomsmod:secret_light_pressure_plate, Secret Weighted Plate (light)
secretroomsmod:secret_heavy_pressure_plate, Secret Weighted Plate (heavy)
secretroomsmod:secret_player_pressure_plate, Secret Player Plate
secretroomsmod:solid_air, Solid Air
secretroomsmod:secret_chest, Secret Chest
secretroomsmod:secret_wooden_trapdoor, Secret Wooden TrapDoor
secretroomsmod:secret_iron_trapdoor, Secret Iron TrapDoor
secretroomsmod:secret_dispenser, Secret Dispenser
secretroomsmod:secret_trapped_chest, Secret Trapped Chest
secretroomsmod:secret_gate, Secret Gate Block
secretroomsmod:secret_light_detector, Secret Light Detector
forge:bucketfilled, %s Bucket
aether:therastone_brick_slab, Therastone Brick Slab
aether:highlands_packed_ice, Highlands Packed Ice
aether:mutant_leaves, Mutated Leaves
aether:agiosite_brick_wall, Agiosite Brick Wall
aether:therawood_log_wall, Therawood Log Wall
aether:aether_flower:2, Burstblossom
aether:aether_flower:1, Purple Flower
aether:aether_flower:0, White Rose
aether:aether_flower:3, Aechor Sprout
aether:wildcard, Wildcard
aether:holystone:0, Holystone
aether:holystone:1, Mossy Holystone
aether:icestone_bricks, Icestone Bricks
aether:quicksoil_glass, Quicksoil Glass
aether:holystone_rock, Holystone Rock
aether:faded_holystone_pillar, Faded Holystone Brick Pillar
aether:dark_blue_skyroot_leaves, Dark Blue Skyroot Leaves
aether:ferrosite, Ferrosite
aether:forgotten_rose, Forgotten Rose
aether:blue_skyroot_leaves, Blue Skyroot Leaves
aether:icestone_ore, Icestone Ore
aether:green_light_skyroot_leaves, Green Wisproot Leaves
aether:sentrystone_brick_wall, Sentrystone Brick Wall
aether:agiosite_stairs, Agiosite Stairs
aether:icestone_bricks_decorative:3, Decorative Icestone Bricks
aether:icestone_bricks_decorative:2, Decorative Icestone Bricks
aether:icestone_bricks_decorative:4, Decorative Icestone Bricks
aether:icestone_bricks_decorative:1, Decorative Icestone Bricks
aether:icestone_bricks_decorative:0, Decorative Icestone Bricks
aether:icestone_bricks_decorative:5, Decorative Icestone Bricks
aether:blue_dark_skyroot_leaves, Blue Greatroot Leaves
aether:masonry_bench, Masonry Bench
aether:irradiated_flower, Irradiated Flower
aether:ambrosium_torch, Ambrosium Torch
aether:holystone_button, Holystone Button
aether:therawood_log, Therawood Log
aether:wisproot_slab, Wisproot Slab
aether:therastone_pillar, Therastone Pillar
aether:light_skyroot_beam, Wisproot Beam
aether:agiosite_brick_decorative:3, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:2, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:4, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:1, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:0, Decorative Agiosite Bricks
aether:agiosite_brick_decorative:5, Decorative Agiosite Bricks
aether:quicksoil, Quicksoil
aether:scatterglass, Scatterglass
aether:gravitite_ore, Gravitite Ore
aether:hellfirestone_brick, Hellfirestone Bricks
aether:agiosite_brick, Agiosite Bricks
aether:highlands_ice, Highlands Ice
aether:therawood_fence_gate, Therawood Fence Gate
aether:therawood_planks, Therawood Planks
aether:magnetic_shroom, Magnetic Shroom
aether:agiosite_brick_slab, Agiosite Brick Slab
aether:crude_scatterglass_decorative:1, Decorative Crude Scatterglass
aether:crude_scatterglass_decorative:0, Decorative Crude Scatterglass
aether:holystone_brick_decorative:3, Decorative Holystone Bricks
aether:holystone_brick_decorative:2, Decorative Holystone Bricks
aether:holystone_brick_decorative:4, Decorative Holystone Bricks
aether:holystone_brick_decorative:1, Decorative Holystone Bricks
aether:holystone_brick_decorative:0, Decorative Holystone Bricks
aether:holystone_brick_decorative:5, Decorative Holystone Bricks
aether:holystone_brick_decorative:6, Decorative Holystone Bricks
aether:holystone_pressure_plate, Holystone Pressure Plate
aether:skyroot_trapdoor, Skyroot Trapdoor
aether:quicksoil_glass_decorative:1, Decorative Quicksoil Glass
aether:quicksoil_glass_decorative:0, Decorative Quicksoil Glass
aether:sentrystone_pillar_lit, Sentrystone Brick Pillar Lit
aether:golden_oak_log, Amberoot Wood
aether:sentrystone_brick_slab, Sentrystone Brick Slab
aether:scatterglass_slab, Scatterglass Slab
aether:dark_skyroot_log, Greatroot Wood
aether:hellfirestone_pillar, Hellfirestone Brick Pillar
aether:skyroot_ladder, Skyroot Ladder
aether:zanite_ore, Zanite Ore
aether:outpost_campfire, Outpost Campfire
aether:scatterglass_stairs, Scatterglass Stairs
aether:wisproot_fence_gate, Wisproot Fence Gate
aether:holystone_brick_wall, Holystone Brick Wall
aether:woven_sticks:0, Woven Skyroot Sticks
aether:scatterglass_pane, Scatterglass Pane
aether:mossy_holystone_stairs, Mossy Holystone Stairs
aether:greatroot_button, Greatroot Button
aether:aercloud:2, Green Aercloud
aether:aercloud:4, Storm Aercloud
aether:aercloud:1, Blue Aercloud
aether:aercloud:3, Golden Aercloud
aether:aercloud:5, Purple Aercloud
aether:aercloud:0, Cold Aercloud
aether:hellfirestone_brick_wall, Hellfirestone Brick Wall
aether:wisproot_fence, Wisproot Fence
aether:therastone_brick_wall, Therastone Brick Wall
aether:dark_skyroot_planks, Greatroot Planks
aether:greatroot_fence, Greatroot Fence
aether:arkenium_ore, Arkenium Ore
aether:aether_portal, Aether Portal
aether:skyroot_twigs, Skyroot Twigs
aether:therawood_beam, Therawood Beam
aether:greatroot_log_wall, Greatroot Wood Wall
aether:icestone_slab, Icestone Brick Slab
aether:wisproot_button, Wisproot Button
aether:skyroot_bookshelf, Skyroot Bookshelf
aether:amberoot_leaves, Amberoot Leaves
aether:brettl_plant:0, tile.aether.brettl_plant.base.name
aether:cloudwool_block, Cloudwool
aether:therawood_decorative:5, Decorative Therawood
aether:therawood_decorative:3, Decorative Therawood
aether:therawood_decorative:0, Decorative Therawood
aether:therawood_decorative:4, Decorative Therawood
aether:therawood_decorative:1, Decorative Therawood
aether:therawood_decorative:2, Decorative Therawood
aether:holystone_slab, Holystone Slab
aether:gravitite_block, Gravitite Block
aether:agiosite_brick_stairs, Agiosite Brick Stairs
aether:highlands_snow, Highlands Snow
aether:sentrystone_brick_decorative:3, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:2, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:4, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:5, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:1, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:0, Decorative Sentrystone Bricks
aether:sentrystone_brick_decorative:6, Decorative Sentrystone Bricks
aether:light_skyroot_planks, Wisproot Planks
aether:highlands_ice_crystal:0, Ice Crystal
aether:tall_aether_grass:1, Highlands Grass
aether:tall_aether_grass:0, Short Highlands Grass
aether:tall_aether_grass:2, Long Highlands Grass
aether:holystone_stairs, Holystone Stairs
aether:icestone_brick_stairs, Icestone Brick Stairs
aether:thera_dirt:0, Thera Dirt
aether:green_skyroot_leaves, Green Skyroot Leaves
aether:ferrosite_sand, Ferrosite Sand
aether:orange_tree, Orange Tree
aether:zanite_block, Zanite Block
aether:sentrystone_pillar, Sentrystone Brick Pillar
aether:therawood_slab, Therawood Slab
aether:skyroot_slab, Skyroot Slab
aether:aether_grass:0, Highlands Grass
aether:aether_grass:1, Enchanted Grass
aether:aether_grass:2, Arctic Grass
aether:aether_grass:3, Magnetic Grass
aether:aether_grass:4, Irradiated Grass
aether:skyroot_planks, Skyroot Planks
aether:hellfirestone_brick_stairs, Hellfirestone Brick Stairs
aether:scatterglass_decorative:1, Decorative Scatterglass
aether:scatterglass_decorative:0, Decorative Scatterglass
aether:sentrystone_brick, Sentrystone Bricks
aether:hellfirestone_lantern, Hellfirestone Lantern
aether:skyroot_chest, Skyroot Chest
aether:candy_cane_block, Candy Cane Block
aether:green_swingtip, Green Swingtip
aether:agiosite_slab, Agiosite Slab
aether:greatroot_slab, Greatroot Slab
aether:secret_skyroot_trapdoor, Secret Skyroot Trapdoor
aether:wisproot_log_wall, Wisproot Wood Wall
aether:neverbloom, Neverbloom
aether:icestone_cooler, Icestone Cooler
aether:therawood_stairs, Therawood Stairs
aether:skyroot_log, Skyroot Wood
aether:stoneshroom, Stoneshroom
aether:light_skyroot_decorative:5, Decorative Wisproot Planks
aether:light_skyroot_decorative:6, Decorative Wisproot Planks
aether:light_skyroot_decorative:3, Decorative Wisproot Planks
aether:light_skyroot_decorative:7, Decorative Wisproot Planks
aether:light_skyroot_decorative:0, Decorative Wisproot Planks
aether:light_skyroot_decorative:4, Decorative Wisproot Planks
aether:light_skyroot_decorative:1, Decorative Wisproot Planks
aether:light_skyroot_decorative:2, Decorative Wisproot Planks
aether:icestone_pillar, Icestone Brick Pillar
aether:wisproot_stairs, Wisproot Stairs
aether:mossy_holystone_slab, Mossy Holystone Slab
aether:quickshoot, Quickshoot
aether:therastone_brick_decorative:3, Decorative Therastone Bricks
aether:therastone_brick_decorative:2, Decorative Therastone Bricks
aether:therastone_brick_decorative:4, Decorative Therastone Bricks
aether:therastone_brick_decorative:1, Decorative Therastone Bricks
aether:therastone_brick_decorative:0, Decorative Therastone Bricks
aether:therastone_brick_decorative:5, Decorative Therastone Bricks
aether:therastone_brick_decorative:6, Decorative Therastone Bricks
aether:candy_cane_wall, Candy Cane Wall
aether:incubator, Incubator
aether:skyroot_button, Skyroot Button
aether:aether_crafting_table, Skyroot Crafting Table
aether:icestone_wall, Icestone Brick Wall
aether:crude_scatterglass_pane_decorative:1, Decorative Crude Scatterglass Pane
aether:crude_scatterglass_pane_decorative:0, Decorative Crude Scatterglass Pane
aether:therastone_brick_stairs, Therastone Brick Stairs
aether:mossy_holystone_wall, Mossy Holystone Wall
aether:holystone_pillar, Holystone Brick Pillar
aether:dark_blue_light_skyroot_leaves, Dark Blue Wisproot Leaves
aether:highlands_bush, Highlands Bush
aether:present, Present
aether:pink_swingtip, Pink Swingtip
aether:sentrystone_brick_stairs, Sentrystone Brick Stairs
aether:dark_skyroot_beam, Greatroot Beam
aether:greatroot_stairs, Greatroot Stairs
aether:mutant_leaves_decorated, Decorated Mutated Leaves
aether:quicksoil_glass_pane, Quicksoil Glass Pane
aether:plumproot, Plumproot
aether:ambrosium_ore, Ambrosium Ore
aether:crude_scatterglass_pane, Crude Scatterglass Pane
aether:scatterglass_wall, Scatterglass Wall
aether:skyroot_pressure_plate, Skyroot Pressure Plate
aether:skyroot_stairs, Skyroot Stairs
aether:highlands_tulips, Highlands Tulips
aether:greatroot_sapling:1, Blue Greatroot Sapling
aether:greatroot_sapling:0, Green Greatroot Sapling
aether:greatroot_sapling:2, Dark Blue Greatroot Sapling
aether:therawood_fence, Therawood Fence
aether:barkshroom, Barkshroom
aether:holystone_wall, Holystone Wall
aether:hellfirestone_brick_slab, Hellfirestone Brick Slab
aether:blue_light_skyroot_leaves, Blue Wisproot Leaves
aether:holystone_brick, Holystone Bricks
aether:holystone_brick_stairs, Holystone Brick Stairs
aether:skyroot_fence, Skyroot Fence
aether:wisproot_sapling:0, Green Wisproot Sapling
aether:wisproot_sapling:1, Blue Wisproot Sapling
aether:wisproot_sapling:2, Dark Blue Wisproot Sapling
aether:dark_blue_dark_skyroot_leaves, Dark Blue Greatroot Leaves
aether:thera_grass:0, Thera Grass
aether:faded_holystone_brick, Faded Holystone Bricks
aether:holystone_brick_slab, Holystone Brick Slab
aether:unique_sapling:1, Edison's Crazy Mutant Tree Sapling
aether:unique_sapling:0, Amberoot Sapling
aether:aether_teleporter, Aether Portal
aether:agiosite, Agiosite
aether:therawood_leaves, Therawood Leaves
aether:quicksoil_glass_pane_decorative:1, Decorative Quicksoil Glass Pane
aether:quicksoil_glass_pane_decorative:0, Decorative Quicksoil Glass Pane
aether:faded_holystone_brick_decorative:3, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:2, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:4, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:1, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:0, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:5, Decorative Faded Holystone Bricks
aether:faded_holystone_brick_decorative:6, Decorative Faded Holystone Bricks
aether:dark_skyroot_decorative:5, Decorative Greatroot Planks
aether:dark_skyroot_decorative:6, Decorative Greatroot Planks
aether:dark_skyroot_decorative:3, Decorative Greatroot Planks
aether:dark_skyroot_decorative:7, Decorative Greatroot Planks
aether:dark_skyroot_decorative:0, Decorative Greatroot Planks
aether:dark_skyroot_decorative:4, Decorative Greatroot Planks
aether:dark_skyroot_decorative:1, Decorative Greatroot Planks
aether:dark_skyroot_decorative:2, Decorative Greatroot Planks
aether:faded_holystone_brick_wall, Faded Holystone Brick Wall
aether:arctic_spikespring, Arctic Spikespring
aether:skyroot_beam, Skyroot Beam
aether:therastone_brick, Therastone Bricks
aether:altar, Altar
aether:skyroot_sapling:1, Blue Skyroot Sapling
aether:skyroot_sapling:2, Dark Blue Skyroot Sapling
aether:skyroot_sapling:0, Green Skyroot Sapling
aether:wisproot_pressure_plate, Wisproot Pressure Plate
aether:rusted_ferrosite, Rusted Ferrosite
aether:cloudwool_carpet, Cloudwool Carpet
aether:agiosite_wall, Agiosite Wall
aether:holystone_bookshelf, Holystone Bookshelf
aether:crude_scatterglass, Crude Scatterglass
aether:scatterglass_pane_decorative:1, Decorative Scatterglass Pane
aether:scatterglass_pane_decorative:0, Decorative Scatterglass Pane
aether:skyroot_fence_gate, Skyroot Fence Gate
aether:hellfirestone_brick_decorative:3, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:2, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:4, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:1, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:0, Decorative Hellfirestone Bricks
aether:hellfirestone_brick_decorative:5, Decorative Hellfirestone Bricks
aether:valkyrie_grass:0, Valkyrie Grass Sprout
aether:valkyrie_grass:2, Valkyrie Grass
aether:holystone_furnace, Holystone Furnace
aether:aether_dirt:0, Aether Dirt
aether:aether_dirt:1, Coarse Aether Dirt
aether:skyroot_decorative:5, Decorative Skyroot Planks
aether:skyroot_decorative:6, Decorative Skyroot Planks
aether:skyroot_decorative:3, Decorative Skyroot Planks
aether:skyroot_decorative:7, Decorative Skyroot Planks
aether:skyroot_decorative:0, Decorative Skyroot Planks
aether:skyroot_decorative:4, Decorative Skyroot Planks
aether:skyroot_decorative:1, Decorative Skyroot Planks
aether:skyroot_decorative:2, Decorative Skyroot Planks
aether:faded_holystone_brick_slab, Faded Holystone Brick Slab
aether:faded_holystone_brick_stairs, Faded Holystone Brick Stairs
aether:agiosite_pillar, Agiosite Brick Pillar
aether:blueberry_bush:0, Blueberry Bush Stem
aether:blueberry_bush:1, Blueberry Bush
aether:green_dark_skyroot_leaves, Green Greatroot Leaves
aether:greatroot_pressure_plate, Greatroot Pressure Plate
aether:light_skyroot_log, Wisproot Wood
aether:greatroot_fence_gate, Greatroot Fence Gate
aether:sentrystone_brick_decorative_lit:3, Decorative Sentrystone Bricks Lit
aether:sentrystone_brick_decorative_lit:2, Decorative Sentrystone Bricks Lit
